Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/13 15:03:58.00,IMU,-15.63,-21.00,-1019.53,1.40,0.97,1.08,-42.30,19.65,14.40,25.8
2026/04/13 15:03:58.10,IMU,-15.14,-19.53,-1019.53,0.11,-0.81,-0.44,-43.50,20.55,14.55,25.7
2026/04/13 15:03:58.20,IMU,-8.79,-15.63,-1012.21,1.60,-1.72,1.69,-42.45,19.80,14.55,25.2
2026/04/13 15:03:58.30,IMU,-22.46,-21.97,-1011.72,1.20,1.05,1.16,-43.35,18.90,14.40,26.0
2026/04/13 15:03:58.40,IMU,-17.09,-15.14,-1029.79,-1.32,1.56,-1.64,-44.25,19.50,12.75,25.9
2026/04/13 15:03:58.50,IMU,-8.30,-7.32,-1027.83,0.64,1.18,-0.37,-42.60,19.35,14.70,25.6
2026/04/13 15:03:58.60,IMU,-13.18,-21.97,-1009.28,1.18,-0.21,1.98,-43.20,19.50,15.60,25.7
2026/04/13 15:03:58.70,IMU,-22.46,-19.53,-1023.93,-0.27,1.05,-0.91,-42.60,20.40,13.95,25.8
2026/04/13 15:03:58.80,IMU,-21.48,-6.84,-1019.04,0.27,-0.69,0.50,-42.75,19.50,16.05,25.4
2026/04/13 15:03:58.90,IMU,3.42,-18.07,-1054.69,-0.90,-0.83,0.51,-43.95,20.55,13.80,25.8
2026/04/13 15:03:59.00,IMU,-19.04,-17.58,-1007.32,0.65,-0.93,-0.41,-42.30,19.65,14.70,25.9
2026/04/13 15:03:59.10,IMU,-23.93,-13.67,-1013.18,1.11,-1.58,1.66,-44.40,20.85,14.70,25.9
2026/04/13 15:03:59.20,IMU,-15.14,-26.37,-1014.16,-0.29,-0.72,1.76,-44.70,19.50,14.85,25.9
2026/04/13 15:03:59.30,IMU,-25.88,-12.21,-1000.49,0.67,3.38,0.76,-43.05,18.60,14.70,25.9
2026/04/13 15:03:59.40,IMU,-21.00,-13.67,-1020.02,-0.80,2.44,-0.85,-43.65,20.10,12.90,25.8
2026/04/13 15:03:59.51,IMU,-13.18,-14.65,-1022.95,-1.90,-1.15,2.16,-43.35,20.10,12.90,25.9
2026/04/13 15:03:59.61,IMU,-35.16,-20.02,-1086.91,-1.98,4.82,2.24,-42.60,20.10,14.40,25.7
2026/04/13 15:03:59.71,IMU,-15.63,-13.67,-1008.30,0.05,0.43,1.66,-44.10,19.35,12.90,25.8
2026/04/13 15:03:59.81,IMU,-16.60,-21.00,-1009.77,-2.20,1.19,-0.12,-42.30,19.35,12.15,25.9
2026/04/13 15:03:59.91,IMU,-14.65,-17.09,-1021.00,-1.05,0.40,-0.89,-43.65,19.65,13.65,25.7
2026/04/13 15:04:00.01,IMU,-21.97,-19.53,-1013.67,-0.43,3.09,-1.40,-42.75,19.80,12.75,26.0
2026/04/13 15:04:00.11,IMU,-25.88,-17.58,-1005.86,2.54,-1.34,3.67,-43.20,19.80,13.50,25.6
2026/04/13 15:04:00.21,IMU,-11.23,-9.28,-1024.90,-2.92,-2.18,0.73,-43.35,20.85,13.35,25.7
2026/04/13 15:04:00.31,IMU,-24.41,-18.07,-1015.14,-0.03,1.81,1.91,-43.20,19.50,12.45,25.9
2026/04/13 15:04:00.41,IMU,-10.74,-22.46,-1007.81,-0.96,2.72,-1.68,-42.60,20.40,12.60,25.7
2026/04/13 15:04:00.51,IMU,-25.39,-9.28,-1003.91,-0.63,0.01,4.44,-43.50,19.50,12.45,25.9
