Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/13 15:03:58.00,IMU,-43.95,-28.81,-1002.93,-0.44,-0.34,2.01,-53.85,16.50,19.95,26.3
2026/04/13 15:03:58.10,IMU,-31.25,-15.14,-1018.55,0.63,2.74,-2.12,-54.15,16.50,19.95,26.3
2026/04/13 15:03:58.20,IMU,-35.16,-35.64,-1004.88,0.25,1.08,1.11,-55.35,16.50,18.45,26.3
2026/04/13 15:03:58.30,IMU,-41.99,-13.67,-1018.07,0.67,-1.22,0.76,-53.25,16.95,18.30,26.3
2026/04/13 15:03:58.40,IMU,-25.39,-9.77,-1012.21,-2.15,1.27,-1.95,-53.10,16.50,19.65,26.4
2026/04/13 15:03:58.50,IMU,-23.93,-10.74,-994.63,-0.83,-0.88,1.15,-54.60,15.30,18.45,26.3
2026/04/13 15:03:58.60,IMU,-27.34,-5.86,-1003.91,2.50,-0.77,0.61,-54.15,14.85,18.90,26.2
2026/04/13 15:03:58.70,IMU,-39.06,-11.23,-1015.63,-0.34,-1.11,-2.37,-53.40,16.50,18.45,26.3
2026/04/13 15:03:58.80,IMU,-28.32,-13.18,-1044.43,-0.09,0.17,-1.05,-53.70,15.45,20.10,26.4
2026/04/13 15:03:58.90,IMU,1.95,-3.91,-893.55,2.34,37.17,-6.16,-53.85,17.55,17.85,26.4
2026/04/13 15:03:59.00,IMU,-21.48,-12.70,-1010.25,0.69,-2.21,2.58,-54.00,17.70,12.15,26.3
2026/04/13 15:03:59.10,IMU,-12.70,-8.79,-983.40,-0.81,-1.40,0.03,-53.70,17.70,11.85,26.3
2026/04/13 15:03:59.20,IMU,-18.07,-9.77,-1026.37,0.73,0.22,-1.28,-54.00,17.70,11.10,26.3
2026/04/13 15:03:59.30,IMU,-19.04,-15.63,-1021.00,1.37,1.11,-0.92,-52.80,17.55,11.25,26.3
2026/04/13 15:03:59.40,IMU,-28.32,-16.11,-1019.53,1.39,-1.23,-0.50,-52.95,17.40,11.10,26.4
2026/04/13 15:03:59.51,IMU,-25.88,-13.18,-1022.46,-1.00,-0.90,1.44,-52.95,17.70,12.15,26.3
2026/04/13 15:03:59.61,IMU,-27.83,-8.30,-1021.00,-0.48,1.27,-1.13,-52.35,16.80,12.45,26.5
