Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/15 14:29:14.00,IMU,-244.14,-38.57,-1049.80,27.23,-2.18,-20.56,125.10,67.50,-27.30,27.5
2026/04/15 14:29:14.10,IMU,-73.24,-87.40,-1252.44,21.69,-0.11,-10.82,124.35,66.75,-27.75,27.3
2026/04/15 14:29:14.20,IMU,-124.51,18.55,-1213.38,38.94,33.67,-35.80,121.20,63.45,-27.15,27.5
2026/04/15 14:29:14.30,IMU,-129.88,122.56,-1120.12,-4.08,21.94,-39.93,118.65,60.45,-30.00,27.6
2026/04/15 14:29:14.40,IMU,-220.21,-48.34,-1183.59,-4.56,-6.18,-47.58,118.35,58.80,-32.10,27.5
2026/04/15 14:29:14.50,IMU,-208.50,41.50,-929.69,12.18,-32.42,-14.29,121.20,57.00,-31.50,27.5
2026/04/15 14:29:14.60,IMU,-163.09,-10.25,-840.33,1.38,-52.92,-20.43,123.75,58.20,-30.45,27.6
2026/04/15 14:29:14.70,IMU,-181.64,-111.33,-918.95,-11.64,-55.41,-9.33,127.20,58.05,-27.00,27.4
2026/04/15 14:29:14.80,IMU,-118.16,-152.34,-898.93,8.16,-35.12,-43.02,131.10,56.25,-24.30,27.5
2026/04/15 14:29:14.90,IMU,-206.05,-168.95,-869.63,3.05,-10.22,-54.01,132.15,52.50,-21.75,27.3
2026/04/15 14:29:15.00,IMU,-148.44,-146.48,-833.98,-0.57,16.36,-37.52,130.35,49.50,-23.25,27.5
2026/04/15 14:29:15.11,IMU,-342.77,-104.00,-886.72,2.47,29.07,1.49,129.30,48.00,-22.50,27.5
2026/04/15 14:29:15.21,IMU,-208.50,-242.19,-725.10,-1.33,11.21,10.90,126.75,48.30,-25.05,27.5
2026/04/15 14:29:15.31,IMU,44.43,-146.97,-1027.34,39.73,51.43,-24.47,125.55,47.55,-26.85,27.2
2026/04/15 14:29:15.41,IMU,-207.52,-116.21,-1141.60,-0.33,-16.05,5.44,122.40,45.45,-28.05,27.6
2026/04/15 14:29:15.51,IMU,-81.54,-144.04,-1060.06,11.66,31.25,15.88,124.65,45.45,-25.50,27.6
2026/04/15 14:29:15.61,IMU,-258.79,-79.59,-1019.04,-10.15,8.92,41.29,111.75,34.50,-30.90,27.5
2026/04/15 14:29:15.71,IMU,-151.37,-121.58,-1327.15,-39.59,32.43,28.82,114.30,40.95,-30.60,27.5
2026/04/15 14:29:15.81,IMU,-56.15,37.60,-1099.12,12.40,80.77,67.48,121.20,56.70,-27.60,27.5
2026/04/15 14:29:15.91,IMU,-142.09,-93.75,-1078.13,-5.05,6.72,83.63,127.80,68.10,-24.60,27.1
2026/04/15 14:29:16.01,IMU,-47.36,-159.18,-804.20,1.69,-113.74,42.28,130.95,73.20,-24.15,27.6
2026/04/15 14:29:16.11,IMU,-69.82,83.50,-1029.79,-16.33,5.34,38.04,140.55,83.85,-18.30,27.5
2026/04/15 14:29:16.21,IMU,-175.29,56.15,-1154.30,-28.36,-33.27,84.49,138.60,85.80,-19.80,27.5
2026/04/15 14:29:16.31,IMU,39.06,-0.98,-906.74,-17.93,-19.44,62.69,136.95,90.90,-20.70,27.4
2026/04/15 14:29:16.41,IMU,-113.77,19.04,-1238.28,61.75,-14.05,77.29,138.30,92.55,-20.55,27.5
2026/04/15 14:29:16.51,IMU,-69.34,-351.56,-857.91,36.99,9.98,60.48,136.80,93.30,-22.35,27.2
2026/04/15 14:29:16.61,IMU,-32.23,-163.57,-926.76,-3.96,27.04,3.24,135.90,91.65,-20.25,27.5
2026/04/15 14:29:16.71,IMU,-190.92,-35.64,-1564.45,-19.18,17.25,12.14,136.20,93.90,-22.50,27.3
