Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/22 21:55:29.02,IMU,109.86,-462.89,-1336.43,95.37,-19.51,-56.84,-18.45,-158.85,-392.10,25.2
2026/04/22 21:55:29.12,IMU,428.71,-408.69,-996.58,17.21,21.87,14.43,-17.25,-158.70,-395.85,25.1
2026/04/22 21:55:29.22,IMU,191.89,0.49,-439.94,-33.82,11.02,-33.08,-15.90,-156.60,-396.75,24.9
2026/04/22 21:55:29.32,IMU,85.94,-21.48,-563.96,40.95,-52.72,-54.49,-15.75,-155.55,-397.65,25.2
2026/04/22 21:55:29.42,IMU,-88.87,-412.11,-1364.26,-10.39,-50.87,-12.80,-10.80,-159.90,-397.50,25.2
2026/04/22 21:55:29.52,IMU,238.77,-483.89,-1174.32,12.27,-26.55,42.97,-9.90,-158.70,-396.60,25.4
2026/04/22 21:55:29.62,IMU,134.28,-472.17,-1085.45,-48.67,28.82,40.18,-8.25,-157.35,-397.20,25.0
2026/04/22 21:55:29.72,IMU,79.10,-149.90,-710.45,-59.23,10.86,-8.60,-9.45,-155.55,-397.35,25.0
2026/04/22 21:55:29.82,IMU,316.41,-2.93,-502.44,-34.44,18.14,1.07,-12.00,-150.60,-395.55,25.2
2026/04/22 21:55:29.92,IMU,118.16,-153.32,-1048.83,-11.87,3.85,-50.00,-10.80,-148.95,-394.20,25.3
2026/04/22 21:55:30.02,IMU,106.45,-234.38,-1396.48,2.64,-30.47,-20.48,-10.35,-149.70,-394.95,25.2
2026/04/22 21:55:30.12,IMU,-71.29,-334.96,-1434.08,17.21,-24.08,-48.50,-7.50,-149.40,-395.40,25.2
2026/04/22 21:55:30.22,IMU,434.57,-111.33,-924.80,12.60,14.71,20.50,-8.25,-149.40,-396.00,24.9
2026/04/22 21:55:30.32,IMU,212.89,56.15,-789.06,-26.76,-18.05,-29.14,-10.20,-149.10,-396.30,25.0
2026/04/22 21:55:30.42,IMU,3.91,87.89,-779.79,0.29,-14.46,-59.10,-7.35,-148.35,-395.10,25.2
2026/04/22 21:55:30.52,IMU,-124.51,-37.11,-1213.38,10.70,-35.38,-13.34,-3.60,-150.60,-395.10,25.0
2026/04/22 21:55:30.62,IMU,217.29,-415.04,-1423.83,52.44,-16.57,-4.33,-3.30,-152.25,-393.30,25.2
2026/04/22 21:55:30.72,IMU,246.58,-82.52,-998.05,-6.58,-9.88,-12.27,-4.20,-153.15,-395.70,25.2
2026/04/22 21:55:30.82,IMU,-20.02,-33.20,-767.58,-53.89,40.50,-45.07,-2.25,-151.95,-394.20,25.2
2026/04/22 21:55:30.92,IMU,-36.62,-56.15,-746.58,-43.79,2.48,-44.46,-3.90,-149.10,-393.30,25.2
2026/04/22 21:55:31.04,IMU,146.00,-3.91,-910.64,12.79,16.82,-45.25,-3.30,-149.85,-391.50,24.9
2026/04/22 21:55:31.14,IMU,73.24,-24.90,-1338.38,9.01,21.60,-51.38,-2.85,-152.25,-391.95,25.2
2026/04/22 21:55:31.24,IMU,135.25,-176.76,-1483.89,65.50,-10.59,-90.71,-4.35,-155.25,-393.00,25.0
2026/04/22 21:55:31.34,IMU,88.38,97.66,-670.90,92.37,-42.47,53.50,-1.20,-156.90,-393.60,24.9
