Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/05/04 21:47:42.33,IMU,329.10,757.81,519.53,0.85,0.76,1.17,-57.00,40.50,10.05,26.8
2026/05/04 21:47:42.43,IMU,323.73,764.16,540.04,0.09,-1.49,-1.32,-52.35,41.85,5.10,26.9
2026/05/04 21:47:42.53,IMU,321.78,749.51,541.02,3.23,0.40,1.56,-54.15,41.10,7.65,26.6
2026/05/04 21:47:42.63,IMU,324.71,744.63,526.37,-2.13,0.21,0.15,-53.70,43.20,5.70,26.9
2026/05/04 21:47:42.73,IMU,329.10,757.32,537.60,-1.42,2.04,-0.86,-53.85,43.05,6.60,26.6
2026/05/04 21:47:42.83,IMU,314.45,768.55,536.13,1.46,1.96,-0.60,-52.20,43.20,7.50,26.7
2026/05/04 21:47:42.93,IMU,323.73,753.91,529.30,-1.51,5.19,-2.51,-54.00,42.45,6.45,26.5
2026/05/04 21:47:43.03,IMU,296.39,763.18,552.25,0.91,-0.02,0.92,-52.20,41.70,6.00,26.7
2026/05/04 21:47:43.05,IMU,306.15,757.81,542.48,-2.03,-2.89,-1.03,-52.95,42.00,6.00,26.8
2026/05/04 21:47:43.15,IMU,302.73,761.23,525.88,0.76,-1.10,-1.22,-53.40,41.55,7.35,26.8
2026/05/04 21:47:43.25,IMU,304.69,753.42,542.48,0.08,0.27,-0.94,-52.50,41.70,6.45,26.9
2026/05/04 21:47:43.35,IMU,295.41,750.49,550.78,-0.18,-0.50,0.85,-53.40,41.55,7.35,26.6
2026/05/04 21:47:43.45,IMU,297.85,762.21,547.36,-2.48,-0.32,1.53,-51.75,42.90,7.50,26.7
2026/05/04 21:47:43.55,IMU,295.41,767.09,548.83,1.16,-1.42,1.28,-52.50,42.90,6.75,26.8
2026/05/04 21:47:43.65,IMU,285.16,770.51,544.43,0.28,1.44,-0.26,-52.05,42.30,6.60,26.4
2026/05/04 21:47:43.76,IMU,303.71,763.67,544.92,1.28,2.27,1.54,-53.10,41.85,7.35,26.6
2026/05/04 21:47:43.86,IMU,306.64,751.46,490.72,11.10,-0.68,3.08,-53.40,41.85,6.90,26.8
2026/05/04 21:47:43.96,IMU,289.06,792.48,532.23,2.05,1.67,-1.27,-53.25,42.45,6.00,26.8
2026/05/04 21:47:44.06,IMU,281.25,763.18,538.09,4.15,2.69,-2.27,-52.80,43.80,6.90,26.8
2026/05/04 21:47:44.16,IMU,276.86,761.23,551.27,0.33,-0.65,0.08,-52.80,43.35,6.30,26.8
2026/05/04 21:47:44.26,IMU,289.55,759.28,533.69,-1.44,0.34,2.53,-52.95,42.45,7.20,26.8
2026/05/04 21:47:44.36,IMU,292.97,766.11,537.11,0.87,-0.37,2.73,-52.05,42.60,6.60,26.8
2026/05/04 21:47:44.46,IMU,293.46,768.55,522.95,-0.69,4.82,-4.21,-52.80,41.85,6.90,26.8
