Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2000/01/01 00:00:17.27,IMU,-443.85,111.82,-871.58,-6.34,3.95,9.44,-0.90,4.35,-35.55,25.3
2000/01/01 00:00:17.37,IMU,-579.10,156.25,-943.36,-43.58,-30.60,11.66,2.25,6.60,-40.95,25.4
2000/01/01 00:00:17.47,IMU,-712.89,263.67,-624.51,-114.63,-140.13,8.63,7.95,11.25,-37.80,25.4
2000/01/01 00:00:17.57,IMU,-716.80,421.88,-577.64,24.47,-9.24,-21.33,12.45,14.40,-34.65,25.2
2000/01/01 00:00:17.67,IMU,-875.98,357.91,-503.91,-157.50,2.99,-41.76,10.95,13.95,-35.25,25.4
2000/01/01 00:00:17.78,IMU,-733.40,544.43,-346.68,-77.67,-31.63,1.41,14.10,18.30,-34.35,25.3
2000/01/01 00:00:17.88,IMU,-675.29,486.33,-386.23,7.94,-21.78,9.97,11.85,20.25,-34.80,25.0
2000/01/01 00:00:17.98,IMU,-947.75,559.08,-317.87,14.82,-45.47,-12.32,14.40,20.25,-31.20,25.4
2026/05/04 21:44:34.06,IMU,-919.92,468.75,-368.16,53.47,-5.47,7.82,14.40,17.55,-30.45,25.3
2026/05/04 21:44:34.16,IMU,-913.57,440.92,-339.36,-5.79,-22.55,-33.42,14.85,14.85,-28.20,25.3
2026/05/04 21:44:34.26,IMU,-923.83,358.40,-181.64,-84.27,-50.25,-76.45,15.90,15.30,-23.25,25.2
2026/05/04 21:44:34.36,IMU,-807.13,389.65,65.43,-97.45,-25.29,-7.58,16.65,19.80,-21.75,25.3
2026/05/04 21:44:34.46,IMU,-839.36,485.35,-142.58,33.64,-3.28,38.16,17.40,22.50,-22.80,25.4
2026/05/04 21:44:34.56,IMU,-726.07,539.55,-41.50,39.25,12.13,25.07,17.40,23.25,-21.75,25.4
2026/05/04 21:44:34.66,IMU,-866.70,487.79,-212.40,55.60,45.44,-9.11,17.40,21.75,-25.05,25.6
2026/05/04 21:44:34.76,IMU,-734.86,618.65,-399.90,250.13,-250.14,117.37,17.10,19.05,-20.25,25.3
2026/05/04 21:44:34.86,IMU,-848.63,128.42,-288.09,-250.14,238.27,-40.76,18.45,20.25,-15.30,25.3
2026/05/04 21:44:34.96,IMU,-425.29,1140.63,-210.94,-250.14,-250.14,89.78,17.70,24.45,-15.60,25.4
2026/05/04 21:44:35.06,IMU,-800.29,1757.32,1774.90,250.13,-239.97,250.13,6.90,29.55,15.45,25.4
2026/05/04 21:44:35.16,IMU,-513.67,783.69,286.13,53.16,25.13,-12.17,7.50,34.35,11.25,25.4
2026/05/04 21:44:35.26,IMU,-542.97,789.06,177.73,7.76,20.19,6.14,10.05,35.40,11.25,25.3
2026/05/04 21:44:35.36,IMU,-474.61,708.01,300.78,-10.83,-3.69,0.24,9.75,36.15,11.70,25.4
2026/05/04 21:44:35.46,IMU,-492.68,819.34,301.27,-5.34,-5.22,25.98,8.40,35.55,12.15,25.4
2026/05/04 21:44:35.56,IMU,-494.63,872.56,367.19,3.13,5.98,27.86,7.05,37.35,10.50,25.5
2026/05/04 21:44:35.66,IMU,-416.02,817.38,384.28,29.45,3.53,17.84,8.55,35.85,12.00,25.4
2026/05/04 21:44:35.76,IMU,-451.17,847.66,261.72,-0.86,-10.17,8.08,7.80,35.85,10.95,25.4
2026/05/04 21:44:35.86,IMU,-425.29,787.11,230.96,13.93,3.21,9.97,6.30,37.65,12.00,25.6
2026/05/04 21:44:35.96,IMU,-507.32,845.70,276.86,11.65,0.41,-2.42,7.05,37.35,12.75,25.3
2026/05/04 21:44:36.08,IMU,-465.82,884.77,355.47,-32.48,-10.41,4.29,6.90,37.20,12.15,25.3
2026/05/04 21:44:36.18,IMU,-359.86,796.88,346.68,17.26,0.24,-14.02,7.50,36.90,12.00,25.2
2026/05/04 21:44:36.28,IMU,-447.75,710.45,420.90,8.88,4.93,-13.63,7.05,35.85,12.75,25.3
2026/05/04 21:44:36.38,IMU,-484.38,820.80,205.08,-41.30,15.24,4.41,8.25,35.10,14.25,25.4
2026/05/04 21:44:36.48,IMU,-476.56,822.75,656.74,8.73,5.26,4.31,8.25,35.40,12.00,25.4
2026/05/04 21:44:36.58,IMU,-508.30,853.52,423.34,-3.11,6.25,-1.66,9.15,36.75,12.15,25.4
2026/05/04 21:44:36.68,IMU,-522.95,861.33,415.53,-27.21,-8.66,-16.94,7.35,36.75,12.60,25.3
2026/05/04 21:44:36.78,IMU,-303.71,954.59,523.93,155.79,10.92,-97.28,7.50,36.90,12.75,25.3
2026/05/04 21:44:36.88,IMU,-894.04,457.03,152.34,38.11,187.04,-146.40,15.45,29.55,4.95,25.6
2026/05/04 21:44:36.98,IMU,-747.07,556.64,-39.06,-36.75,111.14,-24.95,19.50,29.10,-4.95,25.4
2026/05/04 21:44:37.08,IMU,-653.81,537.11,-139.65,-20.40,144.48,-104.04,20.85,23.85,-12.15,25.4
2026/05/04 21:44:37.18,IMU,-591.31,128.42,-835.45,21.88,163.96,-62.51,17.40,16.50,-27.15,25.6
2026/05/04 21:44:37.28,IMU,-619.63,250.00,-607.91,-17.48,93.09,-143.27,16.50,14.70,-30.60,25.3
2026/05/04 21:44:37.38,IMU,-453.61,532.23,-1132.81,-20.69,90.31,-80.79,6.30,7.65,-43.35,25.3
