Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/05/04 21:47:20.98,IMU,660.64,816.41,39.55,-40.17,20.98,31.15,-62.70,31.20,-8.10,26.8
2026/05/04 21:47:21.08,IMU,706.54,620.12,33.69,-41.21,38.22,22.21,-59.55,30.30,-10.05,26.8
2026/05/04 21:47:21.18,IMU,747.56,659.67,231.93,-42.51,89.35,1.70,-60.15,27.90,-5.85,26.7
2026/05/04 21:47:21.28,IMU,667.97,619.63,438.96,-129.98,53.56,29.18,-58.20,26.25,0.15,26.8
2026/05/04 21:47:21.38,IMU,729.49,377.93,708.50,-153.91,-0.65,55.04,-58.05,20.10,3.60,27.1
2026/05/04 21:47:21.48,IMU,630.86,202.15,440.92,-197.50,125.82,-35.11,-58.80,12.90,1.80,26.8
2026/05/04 21:47:21.58,IMU,619.14,86.43,824.22,-35.91,-0.81,18.02,-57.75,9.45,2.10,26.4
2026/05/04 21:47:21.68,IMU,662.11,-18.55,640.63,-29.66,6.03,14.31,-56.10,7.65,1.50,26.8
2026/05/04 21:47:21.78,IMU,663.09,-69.34,708.50,-17.26,-11.79,17.63,-57.00,6.00,0.60,26.6
2026/05/04 21:47:21.88,IMU,663.09,-102.05,702.15,-13.74,-8.17,14.43,-55.35,5.85,-0.45,26.8
2026/05/04 21:47:21.98,IMU,662.60,-108.40,683.59,10.66,-3.31,-7.20,-57.15,4.35,-0.90,26.9
2026/05/04 21:47:22.08,IMU,709.47,-65.43,709.47,10.60,0.26,-1.75,-55.80,5.25,-1.05,26.8
2026/05/04 21:47:22.18,IMU,677.73,-93.26,700.20,17.26,-11.17,7.82,-56.85,5.85,-0.15,26.7
2026/05/04 21:47:22.28,IMU,692.87,-81.05,706.05,5.71,-6.52,4.99,-56.10,4.35,0.45,26.8
2026/05/04 21:47:22.38,IMU,732.91,-77.15,660.16,-2.50,15.60,-5.39,-56.40,3.90,-2.70,26.8
2026/05/04 21:47:22.48,IMU,727.05,-38.09,700.68,14.87,-0.02,6.04,-56.55,4.50,-1.05,26.7
2026/05/04 21:47:22.58,IMU,695.80,-22.46,720.70,1.27,4.73,-0.55,-55.50,6.75,0.30,26.8
2026/05/04 21:47:22.68,IMU,713.38,-54.69,746.09,-15.60,-33.24,-1.93,-57.45,5.85,-0.90,26.8
2026/05/04 21:47:22.78,IMU,673.83,-42.48,688.48,20.25,-74.94,-50.68,-58.05,7.20,-3.60,26.6
2026/05/04 21:47:22.88,IMU,904.79,-104.49,780.76,37.04,-39.41,-48.04,-59.10,9.00,-5.40,26.7
2026/05/04 21:47:22.98,IMU,807.13,251.46,451.17,59.47,-83.69,-31.47,-60.75,13.80,-7.65,26.6
2026/05/04 21:47:23.08,IMU,869.14,287.60,394.04,95.05,-123.21,-1.90,-61.80,15.90,-9.30,26.8
2026/05/04 21:47:23.18,IMU,926.27,324.22,138.18,141.54,-98.88,5.82,-60.15,14.10,-14.55,26.6
2026/05/04 21:47:23.28,IMU,935.06,353.52,50.78,58.46,-58.27,-22.60,-60.15,13.35,-18.90,26.8
2026/05/04 21:47:23.38,IMU,844.24,277.34,-267.09,30.80,-75.95,-20.47,-57.45,14.10,-24.60,26.8
2026/05/04 21:47:23.48,IMU,825.68,368.16,-497.56,-3.37,-36.02,-20.02,-56.10,17.25,-30.00,26.5
2026/05/04 21:47:23.59,IMU,786.62,373.05,-509.77,-9.18,-37.68,-3.52,-55.05,17.40,-32.70,26.9
2026/05/04 21:47:23.69,IMU,810.55,427.25,-536.62,9.46,-30.91,20.70,-53.25,15.45,-33.90,26.7
2026/05/04 21:47:23.79,IMU,762.21,333.01,-469.73,7.17,-78.21,-6.92,-51.75,14.40,-35.25,26.9
2026/05/04 21:47:23.89,IMU,744.63,389.65,-510.74,-5.06,-49.28,-23.97,-49.80,15.30,-40.50,26.9
2026/05/04 21:47:23.99,IMU,658.20,502.44,-534.18,-18.02,3.10,-39.71,-48.90,17.70,-40.05,26.6
